Follow ArmA 2 RCon on twitter or facebook in order to stay up to date!
http://twitter.com/solicus
http://www.facebook.com/solicusoftware
Thanks. :)
Connected to 94.242.227.218:2362
(2012-12-02 | 16:02:21) : RCon admin #2 (90.210.114.162:62364) logged in
(2012-12-02 | 16:15:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:80 319:6 Sniper1_DZ [13671,2962,47] [-11,38,69]
(2012-12-02 | 16:15:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:81 319:6 Sniper1_DZ [13671,2962,47] [-14,37,69]
(2012-12-02 | 16:15:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:82 319:6 Sniper1_DZ [13671,2962,47] [-19,36,68]
(2012-12-02 | 16:15:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:83 319:6 Sniper1_DZ [13671,2962,47] [-22,37,66]
(2012-12-02 | 16:15:42) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:84 319:6 Sniper1_DZ [13671,2962,47] [-19,39,66]
(2012-12-02 | 16:15:43) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:85 319:6 Sniper1_DZ [13671,2962,47] [-13,41,67]
(2012-12-02 | 16:15:43) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:86 319:6 Sniper1_DZ [13671,2962,47] [-7,43,66]
(2012-12-02 | 16:15:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:87 319:6 Sniper1_DZ [13671,2962,47] [-5,44,66]
(2012-12-02 | 16:15:45) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "Survivor2_DZ" 332:10 [-18697,25815,379]
(2012-12-02 | 16:15:45) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:88 319:6 Sniper1_DZ [13671,2962,47] [-9,46,64]
(2012-12-02 | 16:15:46) : MPEventHandler Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #103 "Hit" 332:10 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:15:46) : MPEventHandler RemoteExec Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #103 "Hit" 332:10 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:15:46) : MPEventHandler Script Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #264 "Hit" 332:10 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:15:47) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:89 319:6 Sniper1_DZ [13671,2962,47] [-28,36,65]
(2012-12-02 | 16:15:47) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:90 319:6 Sniper1_DZ [13671,2962,47] [-30,31,66]
(2012-12-02 | 16:15:47) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "WeaponHolder" 332:11 [-18697,25815,380]
(2012-12-02 | 16:15:47) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:91 319:6 Sniper1_DZ [13671,2962,47] [-30,32,66]
(2012-12-02 | 16:15:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:92 319:6 Sniper1_DZ [13671,2962,47] [-29,32,66]
(2012-12-02 | 16:15:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:93 319:6 Sniper1_DZ [13671,2962,47] [-23,36,66]
(2012-12-02 | 16:15:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:94 319:6 Sniper1_DZ [13671,2962,47] [-19,36,68]
(2012-12-02 | 16:15:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:95 319:6 Sniper1_DZ [13671,2962,47] [-19,35,69]
(2012-12-02 | 16:15:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:96 319:6 Sniper1_DZ [13671,2962,47] [-23,32,69]
(2012-12-02 | 16:15:49) : Player #10 Kongor434 (95.54.50.225:2304) connected
(2012-12-02 | 16:15:49) : Player #10 Kongor434 - GUID: b478491f75320c116eefa1253366954f (unverified)
(2012-12-02 | 16:15:49) : Verified GUID (b478491f75320c116eefa1253366954f) of player #10 Kongor434
(2012-12-02 | 16:15:49) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WeaponHolder" 300:2 [-18668,25875,374]
(2012-12-02 | 16:15:50) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "Bandit1_DZ" 300:5 [0,0,0]
(2012-12-02 | 16:15:50) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "DZ_Patrol_Pack_EP1" 300:7 [0,0,0]
(2012-12-02 | 16:15:50) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "Goat" 300:8 [4905,5876,305]
(2012-12-02 | 16:15:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:97 319:6 Sniper1_DZ [13670,2962,46] [-68,37,15]
(2012-12-02 | 16:15:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:98 319:6 Sniper1_DZ [13670,2962,46] [-68,40,5]
(2012-12-02 | 16:15:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:99 319:6 Sniper1_DZ [13670,2962,46] [-68,41,6]
(2012-12-02 | 16:15:54) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "WildBoar" 300:10 [5193,5122,310]
(2012-12-02 | 16:15:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:100 319:6 Sniper1_DZ [13670,2962,46] [-67,42,7]
(2012-12-02 | 16:15:54) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:101 319:6 Sniper1_DZ [13670,2962,46] [-66,43,10]
(2012-12-02 | 16:15:55) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:131 [12245,9492,28]
(2012-12-02 | 16:15:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:102 319:6 Sniper1_DZ [13670,2962,46] [-64,44,14]
(2012-12-02 | 16:15:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:103 319:6 Sniper1_DZ [13670,2962,46] [-64,44,14]
(2012-12-02 | 16:15:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:104 319:6 Sniper1_DZ [13670,2962,46] [-62,45,21]
(2012-12-02 | 16:15:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:105 319:6 Sniper1_DZ [13670,2962,46] [-63,44,19]
(2012-12-02 | 16:15:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:106 319:6 Sniper1_DZ [13670,2962,46] [-62,45,20]
(2012-12-02 | 16:15:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:107 319:6 Sniper1_DZ [13670,2962,46] [-62,44,23]
(2012-12-02 | 16:15:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:108 319:6 Sniper1_DZ [13670,2962,46] [-62,44,21]
(2012-12-02 | 16:15:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:109 319:6 Sniper1_DZ [13670,2962,46] [-61,44,25]
(2012-12-02 | 16:15:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:110 319:6 Sniper1_DZ [13670,2962,46] [-62,45,22]
(2012-12-02 | 16:15:57) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:132 [12235,9520,22]
(2012-12-02 | 16:15:58) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "WeaponHolder" 332:14 [-18663,25870,373]
(2012-12-02 | 16:15:58) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "Survivor2_DZ" 332:17 [0,0,0]
(2012-12-02 | 16:15:58) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:133 [12227,9515,25]
(2012-12-02 | 16:16:00) : CreateVehicle Log: #8 Adeptus Astartes (c72e6e6220281219b19acff3820f6a75) - #62 "Rabbit" 300:12 [4815,6007,297]
(2012-12-02 | 16:16:00) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_heavy" 244:499 [5753,7580,313]
(2012-12-02 | 16:16:00) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_heavy" 244:501 [5708,7575,313]
(2012-12-02 | 16:16:01) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_heavy" 244:503 [5724,7554,312]
(2012-12-02 | 16:16:01) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_pilot" 244:505 [5752,7567,313]
(2012-12-02 | 16:16:01) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_pilot" 244:507 [5726,7577,313]
(2012-12-02 | 16:16:01) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_heavy" 244:509 [5767,7564,313]
(2012-12-02 | 16:16:01) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_heavy" 244:511 [5755,7572,313]
(2012-12-02 | 16:16:02) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_soldier_pilot" 244:513 [5708,7567,312]
(2012-12-02 | 16:16:02) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_worker1" 322:11 [10267,3636,43]
(2012-12-02 | 16:16:02) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_worker3" 322:13 [10271,3651,43]
(2012-12-02 | 16:16:02) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:111 319:6 Sniper1_DZ [13671,2962,46] [-42,26,62]
(2012-12-02 | 16:16:03) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:112 319:6 Sniper1_DZ [13671,2962,47] [-39,25,64]
(2012-12-02 | 16:16:03) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:113 319:6 Sniper1_DZ [13671,2962,47] [-39,25,64]
(2012-12-02 | 16:16:03) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:114 319:6 Sniper1_DZ [13671,2962,47] [-37,24,65]
(2012-12-02 | 16:16:03) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:115 319:6 Sniper1_DZ [13671,2962,47] [-38,24,65]
(2012-12-02 | 16:16:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:116 319:6 Sniper1_DZ [13671,2962,47] [-37,24,66]
(2012-12-02 | 16:16:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:117 319:6 Sniper1_DZ [13671,2962,47] [-35,23,68]
(2012-12-02 | 16:16:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:118 319:6 Sniper1_DZ [13671,2962,47] [-33,22,68]
(2012-12-02 | 16:16:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:119 319:6 Sniper1_DZ [13671,2962,47] [-33,22,69]
(2012-12-02 | 16:16:04) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:120 319:6 Sniper1_DZ [13671,2962,47] [-33,23,68]
(2012-12-02 | 16:16:05) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:121 319:6 Sniper1_DZ [13671,2962,47] [-32,25,68]
(2012-12-02 | 16:16:05) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:122 319:6 Sniper1_DZ [13671,2962,47] [-31,26,68]
(2012-12-02 | 16:16:05) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:123 319:6 Sniper1_DZ [13671,2962,47] [-30,26,68]
(2012-12-02 | 16:16:05) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:124 319:6 Sniper1_DZ [13671,2962,47] [-28,27,69]
(2012-12-02 | 16:16:05) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:125 319:6 Sniper1_DZ [13671,2962,47] [-29,28,69]
(2012-12-02 | 16:16:06) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:126 319:6 Sniper1_DZ [13671,2962,47] [-33,21,69]
(2012-12-02 | 16:16:06) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:127 319:6 Sniper1_DZ [13671,2962,47] [-34,20,69]
(2012-12-02 | 16:16:06) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:128 319:6 Sniper1_DZ [13671,2962,47] [-34,20,69]
(2012-12-02 | 16:16:06) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:129 319:6 Sniper1_DZ [13671,2962,47] [-35,20,68]
(2012-12-02 | 16:16:06) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:130 319:6 Sniper1_DZ [13671,2962,47] [-35,18,68]
(2012-12-02 | 16:16:07) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "Survivor2_DZ" 332:22 [-18697,25815,379]
(2012-12-02 | 16:16:07) : MPEventHandler Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #103 "Hit" 332:22 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:16:07) : MPEventHandler RemoteExec Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #103 "Hit" 332:22 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:16:07) : MPEventHandler Script Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #264 "Hit" 332:22 Survivor2_DZ - "_this spawn fnc_plyrHit;"
(2012-12-02 | 16:16:10) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:131 319:6 Sniper1_DZ [13671,2962,47] [34,-19,69]
(2012-12-02 | 16:16:11) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:132 319:6 Sniper1_DZ [13671,2962,47] [34,-20,69]
(2012-12-02 | 16:16:11) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager2" 323:24 [3523,2432,5]
(2012-12-02 | 16:16:11) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:133 319:6 Sniper1_DZ [13671,2962,47] [34,-20,69]
(2012-12-02 | 16:16:12) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker1" 323:26 [3544,2430,6]
(2012-12-02 | 16:16:12) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:134 319:6 Sniper1_DZ [13671,2962,47] [34,-20,69]
(2012-12-02 | 16:16:12) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:135 319:6 Sniper1_DZ [13671,2962,47] [34,-20,69]
(2012-12-02 | 16:16:12) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "zZombie_Base" 323:28 [3546,2466,6]
(2012-12-02 | 16:16:12) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:136 319:6 Sniper1_DZ [13671,2962,47] [34,-20,69]
(2012-12-02 | 16:16:13) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:137 319:6 Sniper1_DZ [13671,2962,47] [35,-18,69]
(2012-12-02 | 16:16:13) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:138 319:6 Sniper1_DZ [13671,2962,47] [35,-18,69]
(2012-12-02 | 16:16:17) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 323:30 [3616,2430,6]
(2012-12-02 | 16:16:18) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 323:32 [3571,2460,6]
(2012-12-02 | 16:16:18) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "WeaponHolder" 332:23 [-18697,25815,380]
(2012-12-02 | 16:16:25) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "WeaponHolder" 322:15 [10246,3623,50]
(2012-12-02 | 16:16:29) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "WeaponHolder" 332:26 [-18663,25870,373]
(2012-12-02 | 16:16:30) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "Survivor2_DZ" 332:29 [-18663,25870,373]
(2012-12-02 | 16:16:30) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1081 [3096,9185,281]
(2012-12-02 | 16:16:30) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1083 [3114,9204,281]
(2012-12-02 | 16:16:31) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_worker2" 202:1085 [3055,9259,277]
(2012-12-02 | 16:16:31) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "z_villager2" 332:31 [11758,3207,2]
(2012-12-02 | 16:16:32) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_worker3" 202:1087 [3095,9262,280]
(2012-12-02 | 16:16:32) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "zZombie_Base" 332:33 [11729,3174,2]
(2012-12-02 | 16:16:32) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "z_villager1" 332:35 [11873,3493,6]
(2012-12-02 | 16:16:32) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "zZombie_Base" 332:37 [11905,3442,6]
(2012-12-02 | 16:16:36) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_villager1" 323:34 [3638,2119,1]
(2012-12-02 | 16:16:37) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_teacher" 323:36 [3631,2101,0]
(2012-12-02 | 16:16:38) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "WeaponHolder" 332:40 [11744,3367,0]
(2012-12-02 | 16:16:40) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_hunter" 322:16 [10265,3797,44]
(2012-12-02 | 16:16:40) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_villager2" 322:18 [10321,3826,50]
(2012-12-02 | 16:16:40) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker3" 323:38 [3686,2195,4]
(2012-12-02 | 16:16:41) : CreateVehicle Log: #18 Hops (5f3e3d8bc0d862a586a43b3a3b511358) - #62 "z_villager3" 322:20 [10310,3828,50]
(2012-12-02 | 16:16:41) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_worker2" 323:40 [3679,2172,4]
(2012-12-02 | 16:16:41) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "Sheep" 311:35 [8036,12047,166]
(2012-12-02 | 16:16:42) : Player #13 bram123 (62.108.28.161:36814) connected
(2012-12-02 | 16:16:42) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "DZ_CivilBackpack_EP1" 313:134 [12258,9506,32]
(2012-12-02 | 16:16:42) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:135 [12254,9509,35]
(2012-12-02 | 16:16:43) : Player #13 bram123 - GUID: 8e92e7301b1517874325d5b1bee30333 (unverified)
(2012-12-02 | 16:16:43) : Player #13 bram123 (8e92e7301b1517874325d5b1bee30333) has been kicked by BattlEye: Admin Kick (You must apply to get on the White List, email: UK10WL@gmail.com)
(2012-12-02 | 16:16:44) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WeaponHolder" 313:136 [12258,9510,38]
(2012-12-02 | 16:16:48) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:139 319:6 Sniper1_DZ [13755,2904,46] [53,-59,1]
(2012-12-02 | 16:16:50) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:140 319:6 Sniper1_DZ [13755,2904,46] [55,-57,0]
(2012-12-02 | 16:16:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:141 319:6 Sniper1_DZ [13755,2904,46] [55,-57,0]
(2012-12-02 | 16:16:51) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:142 319:6 Sniper1_DZ [13755,2904,46] [54,-58,0]
(2012-12-02 | 16:16:51) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "WeaponHolder" 332:43 [-18663,25870,373]
(2012-12-02 | 16:16:51) : CreateVehicle Log: #9 Rifle Eyez (e481b0e811581e7e8c29b4a53e8c7f9b) - #62 "Survivor2_DZ" 332:46 [-18663,25870,373]
(2012-12-02 | 16:16:52) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Sheep" 244:515 [5599,7848,316]
(2012-12-02 | 16:16:52) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:143 319:6 Sniper1_DZ [13755,2904,46] [54,-58,1]
(2012-12-02 | 16:16:52) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:144 319:6 Sniper1_DZ [13755,2904,46] [55,-57,1]
(2012-12-02 | 16:16:53) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:145 319:6 Sniper1_DZ [13755,2904,46] [55,-57,0]
(2012-12-02 | 16:16:54) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "zZombie_Base" 323:42 [3649,2422,6]
(2012-12-02 | 16:16:54) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "z_hunter" 323:44 [3648,2380,6]
(2012-12-02 | 16:16:55) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:146 319:6 Sniper1_DZ [13755,2904,46] [55,-57,0]
(2012-12-02 | 16:16:56) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:147 319:6 Sniper1_DZ [13755,2904,46] [54,-58,2]
(2012-12-02 | 16:16:57) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "G_40mm_HE" 319:148 319:6 Sniper1_DZ [13755,2904,46] [55,-57,3]
